device,packet_window,total_bytes,avg_packet_size,max_packet_size,min_packet_size,tcp_ratio,unique_dest_ports,unique_dest_ips,device_type
74:2f:68:81:69:42,839,117169,117.169,1514,54,0.989,8,17,Non-IoT
74:2f:68:81:69:42,840,153677,153.677,1464,54,0.916,24,41,Non-IoT
74:2f:68:81:69:42,841,173106,173.106,1514,54,0.953,19,27,Non-IoT
74:2f:68:81:69:42,842,131232,131.232,1464,54,0.967,13,23,Non-IoT
74:2f:68:81:69:42,843,164221,164.221,1464,54,0.595,12,31,Non-IoT
74:2f:68:81:69:42,844,131142,131.142,1514,54,0.118,11,28,Non-IoT
74:2f:68:81:69:42,845,148925,148.925,1514,54,0.445,33,59,Non-IoT
74:2f:68:81:69:42,846,208299,208.299,1514,44,0.531,52,72,Non-IoT
74:2f:68:81:69:42,847,171481,171.481,1404,54,0.555,54,73,Non-IoT
74:2f:68:81:69:42,848,162888,162.888,1514,54,0.338,37,61,Non-IoT
74:2f:68:81:69:42,849,192185,192.185,1514,54,0.525,39,56,Non-IoT
74:2f:68:81:69:42,850,187530,187.53,1514,54,0.698,34,59,Non-IoT
74:2f:68:81:69:42,851,174069,174.069,1514,54,0.748,41,72,Non-IoT
74:2f:68:81:69:42,852,55690,55.69,102,54,0.998,4,6,Non-IoT
74:2f:68:81:69:42,853,56136,56.136,606,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,854,55840,55.84,145,54,0.998,5,5,Non-IoT
74:2f:68:81:69:42,855,55921,55.921,198,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,856,57427,57.427,768,54,0.995,5,7,Non-IoT
74:2f:68:81:69:42,857,56043,56.043,194,54,0.996,5,5,Non-IoT
74:2f:68:81:69:42,858,56686,56.686,605,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,859,56156,56.156,184,54,0.993,4,4,Non-IoT
74:2f:68:81:69:42,860,55693,55.693,102,54,0.999,3,5,Non-IoT
74:2f:68:81:69:42,861,56207,56.207,605,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,862,55806,55.806,216,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,863,56460,56.46,605,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,864,55839,55.839,216,54,0.998,5,5,Non-IoT
74:2f:68:81:69:42,865,56569,56.569,526,54,0.995,5,6,Non-IoT
74:2f:68:81:69:42,866,56165,56.165,605,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,867,56633,56.633,526,54,0.996,3,3,Non-IoT
74:2f:68:81:69:42,868,55723,55.723,145,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,869,58446,58.446,1392,54,0.997,3,7,Non-IoT
74:2f:68:81:69:42,870,55574,55.574,102,54,1.0,3,4,Non-IoT
74:2f:68:81:69:42,871,56653,56.653,606,54,0.995,7,7,Non-IoT
74:2f:68:81:69:42,872,59536,59.536,1392,54,0.987,8,10,Non-IoT
74:2f:68:81:69:42,873,56470,56.47,571,54,0.997,3,4,Non-IoT
74:2f:68:81:69:42,874,56210,56.21,606,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,875,56825,56.825,906,54,0.993,5,7,Non-IoT
74:2f:68:81:69:42,876,56134,56.134,604,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,877,55850,55.85,297,54,0.998,3,3,Non-IoT
74:2f:68:81:69:42,878,55536,55.536,102,54,1.0,4,4,Non-IoT
74:2f:68:81:69:42,879,56303,56.303,605,54,0.998,4,7,Non-IoT
74:2f:68:81:69:42,880,55547,55.547,102,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,881,56206,56.206,604,54,0.997,3,5,Non-IoT
74:2f:68:81:69:42,882,55708,55.708,145,54,0.996,4,5,Non-IoT
74:2f:68:81:69:42,883,55584,55.584,102,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,884,56593,56.593,607,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,885,55723,55.723,144,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,886,57477,57.477,698,54,0.996,6,6,Non-IoT
74:2f:68:81:69:42,887,56937,56.937,768,54,0.999,4,6,Non-IoT
74:2f:68:81:69:42,888,55590,55.59,102,54,0.997,4,6,Non-IoT
74:2f:68:81:69:42,889,56178,56.178,605,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,890,55636,55.636,102,54,0.998,3,3,Non-IoT
74:2f:68:81:69:42,891,59021,59.021,1404,54,0.997,6,8,Non-IoT
74:2f:68:81:69:42,892,56441,56.441,606,54,0.997,5,5,Non-IoT
74:2f:68:81:69:42,893,56132,56.132,216,54,0.994,6,6,Non-IoT
74:2f:68:81:69:42,894,56040,56.04,606,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,895,56622,56.622,526,54,0.994,5,5,Non-IoT
74:2f:68:81:69:42,896,56561,56.561,526,54,0.993,5,6,Non-IoT
74:2f:68:81:69:42,897,56852,56.852,606,54,0.992,4,4,Non-IoT
74:2f:68:81:69:42,898,55537,55.537,102,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,899,56135,56.135,605,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,900,55638,55.638,145,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,901,55536,55.536,102,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,902,56258,56.258,605,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,903,55697,55.697,145,54,0.997,4,5,Non-IoT
74:2f:68:81:69:42,904,56135,56.135,605,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,905,55674,55.674,144,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,906,56414,56.414,605,54,0.997,3,3,Non-IoT
74:2f:68:81:69:42,907,55627,55.627,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,908,55563,55.563,102,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,909,56115,56.115,605,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,910,55639,55.639,145,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,911,58905,58.905,1392,54,0.998,3,3,Non-IoT
74:2f:68:81:69:42,912,55632,55.632,102,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,913,55689,55.689,145,54,0.998,5,7,Non-IoT
74:2f:68:81:69:42,914,56087,56.087,605,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,915,55649,55.649,144,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,916,56979,56.979,606,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,917,56950,56.95,768,54,0.996,6,8,Non-IoT
74:2f:68:81:69:42,918,56135,56.135,604,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,919,55660,55.66,102,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,920,57686,57.686,1404,54,0.996,6,7,Non-IoT
74:2f:68:81:69:42,921,57764,57.764,698,54,0.994,4,5,Non-IoT
74:2f:68:81:69:42,922,56045,56.045,216,54,0.998,3,4,Non-IoT
74:2f:68:81:69:42,923,56551,56.551,605,54,0.997,5,5,Non-IoT
74:2f:68:81:69:42,924,55637,55.637,144,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,925,56177,56.177,605,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,926,55643,55.643,102,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,927,55627,55.627,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,928,56157,56.157,605,54,0.998,3,4,Non-IoT
74:2f:68:81:69:42,929,55872,55.872,198,54,0.998,3,3,Non-IoT
74:2f:68:81:69:42,930,56705,56.705,605,54,0.994,5,5,Non-IoT
74:2f:68:81:69:42,931,56028,56.028,198,54,0.995,5,7,Non-IoT
74:2f:68:81:69:42,932,55873,55.873,198,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,933,56771,56.771,605,54,0.993,4,4,Non-IoT
74:2f:68:81:69:42,934,62195,62.195,1514,54,0.998,6,5,Non-IoT
74:2f:68:81:69:42,935,56088,56.088,605,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,936,62149,62.149,1514,54,0.997,5,5,Non-IoT
74:2f:68:81:69:42,937,56976,56.976,698,54,0.994,6,7,Non-IoT
74:2f:68:81:69:42,938,56270,56.27,605,54,0.997,4,4,Non-IoT
74:2f:68:81:69:42,939,55537,55.537,102,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,940,56715,56.715,605,54,0.998,4,6,Non-IoT
74:2f:68:81:69:42,941,56277,56.277,492,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,942,57220,57.22,605,54,0.999,3,5,Non-IoT
74:2f:68:81:69:42,943,55595,55.595,102,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,944,55840,55.84,145,54,0.998,5,5,Non-IoT
74:2f:68:81:69:42,945,56135,56.135,605,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,946,55782,55.782,198,54,0.997,4,4,Non-IoT
74:2f:68:81:69:42,947,57720,57.72,768,54,0.996,4,6,Non-IoT
74:2f:68:81:69:42,948,56585,56.585,526,54,0.996,3,3,Non-IoT
74:2f:68:81:69:42,949,57544,57.544,1404,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,950,55627,55.627,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,951,55595,55.595,102,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,952,56424,56.424,605,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,953,55898,55.898,145,54,0.998,5,5,Non-IoT
74:2f:68:81:69:42,954,57763,57.763,698,54,0.993,7,9,Non-IoT
74:2f:68:81:69:42,955,55971,55.971,148,54,0.995,7,7,Non-IoT
74:2f:68:81:69:42,956,56147,56.147,606,54,0.998,5,5,Non-IoT
74:2f:68:81:69:42,957,55703,55.703,145,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,958,55632,55.632,102,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,959,56135,56.135,605,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,960,55867,55.867,198,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,961,56144,56.144,606,54,0.998,3,6,Non-IoT
74:2f:68:81:69:42,962,55744,55.744,144,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,963,56635,56.635,605,54,0.998,4,6,Non-IoT
74:2f:68:81:69:42,964,55920,55.92,198,54,0.998,3,3,Non-IoT
74:2f:68:81:69:42,965,57690,57.69,1404,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,966,56043,56.043,194,54,0.996,4,4,Non-IoT
74:2f:68:81:69:42,967,56290,56.29,198,54,0.993,4,5,Non-IoT
74:2f:68:81:69:42,968,56330,56.33,605,54,0.996,4,5,Non-IoT
74:2f:68:81:69:42,969,55675,55.675,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,970,57252,57.252,606,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,971,57505,57.505,543,54,0.996,5,5,Non-IoT
74:2f:68:81:69:42,972,58896,58.896,605,54,0.994,4,4,Non-IoT
74:2f:68:81:69:42,973,58281,58.281,557,54,0.99,6,6,Non-IoT
74:2f:68:81:69:42,974,58549,58.549,768,54,0.994,4,6,Non-IoT
74:2f:68:81:69:42,975,56290,56.29,605,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,976,55627,55.627,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,977,56147,56.147,605,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,978,55747,55.747,216,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,979,91213,91.213,1392,54,0.918,5,14,Non-IoT
74:2f:68:81:69:42,980,58745,58.745,904,54,0.952,3,6,Non-IoT
74:2f:68:81:69:42,981,59885,59.885,1392,54,0.97,5,10,Non-IoT
74:2f:68:81:69:42,982,59823,59.823,1392,54,0.979,4,7,Non-IoT
74:2f:68:81:69:42,983,58660,58.66,302,54,0.965,4,5,Non-IoT
74:2f:68:81:69:42,984,58490,58.49,605,54,0.971,3,3,Non-IoT
74:2f:68:81:69:42,985,56701,56.701,231,54,0.986,3,4,Non-IoT
74:2f:68:81:69:42,986,61446,61.446,698,54,0.936,6,6,Non-IoT
74:2f:68:81:69:42,987,58069,58.069,250,54,0.967,4,7,Non-IoT
74:2f:68:81:69:42,988,57492,57.492,256,54,0.977,3,5,Non-IoT
74:2f:68:81:69:42,989,56923,56.923,604,54,0.992,4,4,Non-IoT
74:2f:68:81:69:42,990,68387,68.387,1514,54,0.975,4,15,Non-IoT
74:2f:68:81:69:42,991,66398,66.398,1514,54,0.99,3,12,Non-IoT
74:2f:68:81:69:42,992,56103,56.103,620,54,1.0,3,4,Non-IoT
74:2f:68:81:69:42,993,56303,56.303,605,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,994,55808,55.808,270,54,0.996,3,6,Non-IoT
74:2f:68:81:69:42,995,55564,55.564,102,54,0.999,3,5,Non-IoT
74:2f:68:81:69:42,996,56395,56.395,605,54,0.999,4,12,Non-IoT
74:2f:68:81:69:42,997,55584,55.584,102,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,998,56184,56.184,605,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,999,59504,59.504,667,54,0.991,8,13,Non-IoT
74:2f:68:81:69:42,1000,56842,56.842,605,54,0.992,5,7,Non-IoT
74:2f:68:81:69:42,1001,56578,56.578,526,54,0.992,5,5,Non-IoT
74:2f:68:81:69:42,1002,63887,63.887,1464,54,0.989,6,8,Non-IoT
74:2f:68:81:69:42,1003,57533,57.533,1404,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,1004,58405,58.405,842,54,1.0,4,7,Non-IoT
74:2f:68:81:69:42,1005,57314,57.314,605,54,0.999,4,5,Non-IoT
74:2f:68:81:69:42,1006,56865,56.865,808,54,0.998,3,5,Non-IoT
74:2f:68:81:69:42,1007,56604,56.604,606,54,1.0,3,3,Non-IoT
74:2f:68:81:69:42,1008,62329,62.329,1514,54,0.996,7,7,Non-IoT
74:2f:68:81:69:42,1009,56183,56.183,605,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,1010,55788,55.788,106,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,1011,56259,56.259,605,54,0.998,4,10,Non-IoT
74:2f:68:81:69:42,1012,59804,59.804,616,54,0.996,6,11,Non-IoT
74:2f:68:81:69:42,1013,56092,56.092,216,54,0.997,5,5,Non-IoT
74:2f:68:81:69:42,1014,56911,56.911,605,54,0.996,6,6,Non-IoT
74:2f:68:81:69:42,1015,56495,56.495,198,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,1016,58567,58.567,606,54,0.999,5,7,Non-IoT
74:2f:68:81:69:42,1017,55675,55.675,144,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,1018,60065,60.065,1392,54,0.99,5,8,Non-IoT
74:2f:68:81:69:42,1019,68144,68.144,1464,54,1.0,3,4,Non-IoT
74:2f:68:81:69:42,1020,57122,57.122,605,54,0.999,4,5,Non-IoT
74:2f:68:81:69:42,1021,58716,58.716,583,54,0.997,5,8,Non-IoT
74:2f:68:81:69:42,1022,56852,56.852,606,54,0.998,3,6,Non-IoT
74:2f:68:81:69:42,1023,56183,56.183,605,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,1024,57168,57.168,538,54,0.994,4,6,Non-IoT
74:2f:68:81:69:42,1025,56512,56.512,605,54,0.997,3,4,Non-IoT
74:2f:68:81:69:42,1026,57622,57.622,1404,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,1027,56488,56.488,605,54,0.997,4,4,Non-IoT
74:2f:68:81:69:42,1028,55787,55.787,198,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,1029,59559,59.559,683,54,0.997,3,5,Non-IoT
74:2f:68:81:69:42,1030,58148,58.148,410,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,1031,56700,56.7,605,54,0.998,3,11,Non-IoT
74:2f:68:81:69:42,1032,57274,57.274,540,54,0.989,13,16,Non-IoT
74:2f:68:81:69:42,1033,56938,56.938,605,54,0.993,6,7,Non-IoT
74:2f:68:81:69:42,1034,61576,61.576,1392,54,0.987,5,8,Non-IoT
74:2f:68:81:69:42,1035,56534,56.534,198,54,0.992,5,6,Non-IoT
74:2f:68:81:69:42,1036,56275,56.275,606,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,1037,55662,55.662,102,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,1038,56933,56.933,605,54,0.999,3,6,Non-IoT
74:2f:68:81:69:42,1039,59285,59.285,1514,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,1040,56798,56.798,605,54,0.999,3,5,Non-IoT
74:2f:68:81:69:42,1041,55612,55.612,102,54,0.999,4,5,Non-IoT
74:2f:68:81:69:42,1042,56604,56.604,261,54,0.998,5,5,Non-IoT
74:2f:68:81:69:42,1043,56232,56.232,606,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,1044,55733,55.733,144,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,1045,97500,97.5,1464,54,0.997,4,7,Non-IoT
74:2f:68:81:69:42,1046,60746,60.746,1464,54,0.998,5,7,Non-IoT
74:2f:68:81:69:42,1047,87015,87.015,1464,54,0.994,3,7,Non-IoT
74:2f:68:81:69:42,1048,88763,88.763,1464,54,1.0,3,5,Non-IoT
74:2f:68:81:69:42,1049,68662,68.662,1464,54,0.999,3,7,Non-IoT
74:2f:68:81:69:42,1050,89938,89.938,1464,54,0.992,6,10,Non-IoT
74:2f:68:81:69:42,1051,59866,59.866,896,54,0.998,3,8,Non-IoT
74:2f:68:81:69:42,1052,58118,58.118,283,54,1.0,3,5,Non-IoT
74:2f:68:81:69:42,1053,75491,75.491,1464,54,1.0,3,4,Non-IoT
74:2f:68:81:69:42,1054,55937,55.937,605,54,1.0,3,8,Non-IoT
74:2f:68:81:69:42,1055,58766,58.766,1005,54,0.998,5,8,Non-IoT
74:2f:68:81:69:42,1056,56301,56.301,606,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,1057,55730,55.73,102,54,1.0,3,4,Non-IoT
74:2f:68:81:69:42,1058,68166,68.166,1464,54,0.998,5,6,Non-IoT
74:2f:68:81:69:42,1059,59221,59.221,683,54,0.997,4,7,Non-IoT
74:2f:68:81:69:42,1060,56080,56.08,523,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,1061,57150,57.15,605,54,0.999,4,5,Non-IoT
74:2f:68:81:69:42,1062,64226,64.226,1404,54,0.986,3,8,Non-IoT
74:2f:68:81:69:42,1063,59874,59.874,808,54,0.999,3,5,Non-IoT
74:2f:68:81:69:42,1064,60022,60.022,1464,54,0.999,5,6,Non-IoT
74:2f:68:81:69:42,1065,67330,67.33,1464,54,0.998,4,6,Non-IoT
74:2f:68:81:69:42,1066,58477,58.477,1464,54,0.998,4,6,Non-IoT
74:2f:68:81:69:42,1067,57168,57.168,605,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,1068,58044,58.044,1392,54,0.996,3,3,Non-IoT
74:2f:68:81:69:42,1069,56783,56.783,277,54,0.989,5,10,Non-IoT
74:2f:68:81:69:42,1070,56374,56.374,198,54,0.994,4,4,Non-IoT
74:2f:68:81:69:42,1071,56017,56.017,198,54,0.995,5,6,Non-IoT
74:2f:68:81:69:42,1072,55677,55.677,145,54,0.999,4,4,Non-IoT
74:2f:68:81:69:42,1073,55679,55.679,144,54,1.0,4,9,Non-IoT
74:2f:68:81:69:42,1074,55633,55.633,102,54,1.0,2,3,Non-IoT
74:2f:68:81:69:42,1075,58403,58.403,583,54,0.995,6,8,Non-IoT
74:2f:68:81:69:42,1076,60600,60.6,1464,54,0.994,6,8,Non-IoT
74:2f:68:81:69:42,1077,56339,56.339,526,54,0.994,4,5,Non-IoT
74:2f:68:81:69:42,1078,55595,55.595,102,54,0.999,2,3,Non-IoT
74:2f:68:81:69:42,1079,55723,55.723,145,54,0.999,2,2,Non-IoT
74:2f:68:81:69:42,1080,55968,55.968,342,54,0.999,2,2,Non-IoT
74:2f:68:81:69:42,1081,56232,56.232,527,54,0.999,2,5,Non-IoT
74:2f:68:81:69:42,1082,59465,59.465,770,54,0.998,5,9,Non-IoT
74:2f:68:81:69:42,1083,62610,62.61,809,54,0.996,4,9,Non-IoT
74:2f:68:81:69:42,1084,63828,63.828,1514,54,0.998,4,7,Non-IoT
74:2f:68:81:69:42,1085,55851,55.851,198,54,0.997,5,5,Non-IoT
74:2f:68:81:69:42,1086,55584,55.584,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1087,55584,55.584,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1088,58897,58.897,888,54,0.998,2,4,Non-IoT
74:2f:68:81:69:42,1089,56027,56.027,216,54,0.996,4,6,Non-IoT
74:2f:68:81:69:42,1090,55919,55.919,216,54,0.997,3,4,Non-IoT
74:2f:68:81:69:42,1091,55716,55.716,102,54,1.0,1,2,Non-IoT
74:2f:68:81:69:42,1092,55933,55.933,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,1093,55740,55.74,106,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1094,55636,55.636,102,54,1.0,3,5,Non-IoT
74:2f:68:81:69:42,1095,59968,59.968,1392,54,0.989,5,10,Non-IoT
74:2f:68:81:69:42,1096,55643,55.643,102,54,0.999,2,2,Non-IoT
74:2f:68:81:69:42,1097,55536,55.536,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1098,55819,55.819,198,54,0.998,3,3,Non-IoT
74:2f:68:81:69:42,1099,55590,55.59,102,54,0.998,2,2,Non-IoT
74:2f:68:81:69:42,1100,56615,56.615,535,54,0.998,2,3,Non-IoT
74:2f:68:81:69:42,1101,56875,56.875,543,54,0.994,5,10,Non-IoT
74:2f:68:81:69:42,1102,55976,55.976,198,54,0.995,3,5,Non-IoT
74:2f:68:81:69:42,1103,59025,59.025,1464,54,0.997,3,4,Non-IoT
74:2f:68:81:69:42,1104,56986,56.986,609,54,0.995,4,5,Non-IoT
74:2f:68:81:69:42,1105,55990,55.99,184,54,0.996,2,2,Non-IoT
74:2f:68:81:69:42,1106,55584,55.584,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1107,55694,55.694,102,54,0.997,2,3,Non-IoT
74:2f:68:81:69:42,1108,84299,84.299,1392,54,0.959,3,13,Non-IoT
74:2f:68:81:69:42,1109,60568,60.568,1404,54,0.963,2,5,Non-IoT
74:2f:68:81:69:42,1110,56519,56.519,342,54,0.996,4,5,Non-IoT
74:2f:68:81:69:42,1111,56606,56.606,424,54,0.988,6,8,Non-IoT
74:2f:68:81:69:42,1112,56208,56.208,198,54,0.995,6,6,Non-IoT
74:2f:68:81:69:42,1113,55790,55.79,106,54,0.996,2,4,Non-IoT
74:2f:68:81:69:42,1114,55829,55.829,145,54,0.997,5,7,Non-IoT
74:2f:68:81:69:42,1115,57145,57.145,698,54,0.997,4,5,Non-IoT
74:2f:68:81:69:42,1116,59445,59.445,1392,54,0.997,3,4,Non-IoT
74:2f:68:81:69:42,1117,57721,57.721,1392,54,0.991,3,5,Non-IoT
74:2f:68:81:69:42,1118,55584,55.584,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1119,55726,55.726,144,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,1120,56068,56.068,145,54,0.996,3,4,Non-IoT
74:2f:68:81:69:42,1121,60181,60.181,1484,54,0.998,2,3,Non-IoT
74:2f:68:81:69:42,1122,55637,55.637,106,54,1.0,2,2,Non-IoT
74:2f:68:81:69:42,1123,55955,55.955,106,54,0.999,2,2,Non-IoT
74:2f:68:81:69:42,1124,55697,55.697,145,54,0.997,3,4,Non-IoT
74:2f:68:81:69:42,1125,56227,56.227,526,54,0.997,2,3,Non-IoT
74:2f:68:81:69:42,1126,56915,56.915,526,54,0.994,3,4,Non-IoT
74:2f:68:81:69:42,1127,55675,55.675,145,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,1128,57338,57.338,1392,54,0.997,4,6,Non-IoT
74:2f:68:81:69:42,1129,56313,56.313,524,54,1.0,2,4,Non-IoT
74:2f:68:81:69:42,1130,57145,57.145,564,54,0.996,3,6,Non-IoT
74:2f:68:81:69:42,1131,57894,57.894,1464,54,0.997,2,4,Non-IoT
74:2f:68:81:69:42,1132,58223,58.223,1392,54,0.994,2,2,Non-IoT
74:2f:68:81:69:42,1133,56525,56.525,437,54,0.997,4,9,Non-IoT
74:2f:68:81:69:42,1134,55536,55.536,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1135,56681,56.681,480,54,0.998,4,4,Non-IoT
74:2f:68:81:69:42,1136,57153,57.153,551,54,0.996,6,7,Non-IoT
74:2f:68:81:69:42,1137,56970,56.97,469,54,0.994,5,8,Non-IoT
74:2f:68:81:69:42,1138,57655,57.655,1404,54,0.993,3,4,Non-IoT
74:2f:68:81:69:42,1139,55798,55.798,184,54,0.997,3,3,Non-IoT
74:2f:68:81:69:42,1140,63369,63.369,1392,54,0.987,4,6,Non-IoT
74:2f:68:81:69:42,1141,58438,58.438,912,54,0.995,3,5,Non-IoT
74:2f:68:81:69:42,1142,57124,57.124,443,54,0.993,3,4,Non-IoT
74:2f:68:81:69:42,1143,55886,55.886,216,54,0.997,4,4,Non-IoT
74:2f:68:81:69:42,1144,56968,56.968,437,54,0.989,4,7,Non-IoT
74:2f:68:81:69:42,1145,56045,56.045,264,54,0.996,3,3,Non-IoT
74:2f:68:81:69:42,1146,58143,58.143,698,54,0.989,6,7,Non-IoT
74:2f:68:81:69:42,1147,55584,55.584,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1148,55794,55.794,238,54,0.998,2,2,Non-IoT
74:2f:68:81:69:42,1149,56181,56.181,526,54,0.994,3,4,Non-IoT
74:2f:68:81:69:42,1150,57000,57.0,532,54,0.996,2,5,Non-IoT
74:2f:68:81:69:42,1151,56089,56.089,480,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,1152,55723,55.723,145,54,0.999,2,2,Non-IoT
74:2f:68:81:69:42,1153,55776,55.776,198,54,0.999,2,2,Non-IoT
74:2f:68:81:69:42,1154,55638,55.638,102,54,0.998,2,2,Non-IoT
74:2f:68:81:69:42,1155,55841,55.841,145,54,0.998,4,5,Non-IoT
74:2f:68:81:69:42,1156,55596,55.596,102,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,1157,55644,55.644,102,54,0.999,2,3,Non-IoT
74:2f:68:81:69:42,1158,56968,56.968,1004,54,0.999,3,3,Non-IoT
74:2f:68:81:69:42,1159,55680,55.68,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1160,55587,55.587,102,54,0.997,2,4,Non-IoT
74:2f:68:81:69:42,1161,57074,57.074,1404,54,0.999,3,4,Non-IoT
74:2f:68:81:69:42,1162,55649,55.649,102,54,0.997,2,3,Non-IoT
74:2f:68:81:69:42,1163,55584,55.584,102,54,1.0,1,1,Non-IoT
74:2f:68:81:69:42,1164,62231,62.231,1514,54,0.998,5,4,Non-IoT
74:2f:68:81:69:42,1165,89371,89.371,1514,54,0.886,4,10,Non-IoT
74:2f:68:81:69:42,1166,59249,59.249,515,54,0.967,3,6,Non-IoT
74:2f:68:81:69:42,1167,57617,57.617,345,54,0.981,2,4,Non-IoT
74:2f:68:81:69:42,1168,58167,58.167,998,54,0.973,4,5,Non-IoT
74:2f:68:81:69:42,1169,68122,68.122,1392,54,0.975,4,15,Non-IoT
74:2f:68:81:69:42,1170,58513,58.513,721,54,0.994,4,9,Non-IoT
74:2f:68:81:69:42,1171,56362,56.362,342,54,0.995,5,5,Non-IoT
74:2f:68:81:69:42,1172,56416,56.416,198,54,0.991,4,4,Non-IoT
